day,time,house1,house2
16,SMAPV3008,0.144,0.417
16,SMAPV3009,0.069,0.417
16,SMAPV3010,0.131,0.417
16,SMAPV3011,0.156,0.417
16,SMAPV3012,0.188,0.417
16,SMAPV3013,0.475,0.417
16,SMAPV3014,0.244,0.417
16,SMAPV3015,0.231,0.417
16,SMAPV3016,0.213,0.417
16,SMAPV3017,0.2,0.417
16,SMAPV3018,0.356,0.417
16,SMAPV3019,0.531,0.417
16,SMAPV3020,0.325,0.417
16,SMAPV3021,0.169,0.417
16,SMAPV3022,0.131,0.417
16,SMAPV3023,0.131,0.417
16,SMAPV3024,0.169,0.417
16,SMAPV3025,0.4,0.417
16,SMAPV3026,0.25,0.417
16,SMAPV3027,0.313,0.417
16,SMAPV3028,0.169,0.417
16,SMAPV3029,0.163,0.417
16,SMAPV3030,0.094,0.417
16,SMAPV3031,0.15,0.417
16,SMAPV3032,0.175,0.417
16,SMAPV3033,0.163,0.417
16,SMAPV3034,0.269,0.417
16,SMAPV3035,0.231,0.417
16,SMAPV3036,0.388,0.417
16,SMAPV3037,0.238,0.417
16,SMAPV3038,0.256,0.417
16,SMAPV3039,0.35,0.417
16,SMAPV3040,0.231,0.417
16,SMAPV3041,0.25,0.417
16,SMAPV3042,0.306,0.417
16,SMAPV3043,0.244,0.417
16,SMAPV3044,0.144,0.417
16,SMAPV3045,0.125,0.417
16,SMAPV3046,0.138,0.417
16,SMAPV3047,0.094,0.417
16,SMAPV3048,0.169,0.417
17,SMAPV3001,0.1,0.417
17,SMAPV3002,0.163,0.417
17,SMAPV3003,0.163,0.417
17,SMAPV3004,0.094,0.417
17,SMAPV3005,0.125,0.417
17,SMAPV3006,0.106,0.417
17,SMAPV3007,0.119,0.417
17,SMAPV3008,0.088,0.417
17,SMAPV3009,0.144,0.417
17,SMAPV3010,0.075,0.417
17,SMAPV3011,0.138,0.417
17,SMAPV3012,0.094,0.417
17,SMAPV3013,0.144,0.417
17,SMAPV3014,0.338,0.417
17,SMAPV3015,0.35,0.417
17,SMAPV3016,0.325,0.417
17,SMAPV3017,0.244,0.417
17,SMAPV3018,0.144,0.417
17,SMAPV3019,0.231,0.417
17,SMAPV3020,0.15,0.417
17,SMAPV3021,0.175,0.417
17,SMAPV3022,0.225,0.417
17,SMAPV3023,0.219,0.417
17,SMAPV3024,0.4,0.417
17,SMAPV3025,0.781,0.417
17,SMAPV3026,0.219,0.417
17,SMAPV3027,0.106,0.417
17,SMAPV3028,0.1,0.417
17,SMAPV3029,0.119,0.417
17,SMAPV3030,0.106,0.417
17,SMAPV3031,0.15,0.417
17,SMAPV3032,0.125,0.417
17,SMAPV3033,0.131,0.417
17,SMAPV3034,0.169,0.417
17,SMAPV3035,0.288,0.417
17,SMAPV3036,0.188,0.417
17,SMAPV3037,0.763,0.417
17,SMAPV3038,0.638,0.417
17,SMAPV3039,0.281,0.417
17,SMAPV3040,0.481,0.417
17,SMAPV3041,0.444,0.417
17,SMAPV3042,0.256,0.417
17,SMAPV3043,0.313,0.417
17,SMAPV3044,0.138,0.417
17,SMAPV3045,0.144,0.417
17,SMAPV3046,0.113,0.417
17,SMAPV3047,0.088,0.417
17,SMAPV3048,0.138,0.417
18,SMAPV3001,0.088,0.417
18,SMAPV3002,0.125,0.417
18,SMAPV3003,0.081,0.417
18,SMAPV3004,0.131,0.417
18,SMAPV3005,0.094,0.417
18,SMAPV3006,0.094,0.417
18,SMAPV3007,0.125,0.417
18,SMAPV3008,0.081,0.417
18,SMAPV3009,0.125,0.417
18,SMAPV3010,0.075,0.417
18,SMAPV3011,0.144,0.417
18,SMAPV3012,0.113,0.417
18,SMAPV3013,0.344,0.417
18,SMAPV3014,0.263,0.417
18,SMAPV3015,0.231,0.417
18,SMAPV3016,0.206,0.417
18,SMAPV3017,0.231,0.417
18,SMAPV3018,0.275,0.417
18,SMAPV3019,0.156,0.417
18,SMAPV3020,0.119,0.417
18,SMAPV3021,0.175,0.417
18,SMAPV3022,0.081,0.417
18,SMAPV3023,0.094,0.417
18,SMAPV3024,0.388,0.417
18,SMAPV3025,0.713,0.417
18,SMAPV3026,0.213,0.417
18,SMAPV3027,0.231,0.417
18,SMAPV3028,0.275,0.417
18,SMAPV3029,0.069,0.417
18,SMAPV3030,0.194,0.417
18,SMAPV3031,0.125,0.417
18,SMAPV3032,0.131,0.417
18,SMAPV3033,0.694,0.417
18,SMAPV3034,0.788,0.417
18,SMAPV3035,0.638,0.417
18,SMAPV3036,0.325,0.417
18,SMAPV3037,0.281,0.417
18,SMAPV3038,0.256,0.417
18,SMAPV3039,0.325,0.417
18,SMAPV3040,0.219,0.417
18,SMAPV3041,0.275,0.417
18,SMAPV3042,0.319,0.417
18,SMAPV3043,0.213,0.417
18,SMAPV3044,0.138,0.417
18,SMAPV3045,0.125,0.417
18,SMAPV3046,0.094,0.417
18,SMAPV3047,0.15,0.417
18,SMAPV3048,0.069,0.417
19,SMAPV3001,0.144,0.417
19,SMAPV3002,0.088,0.417
19,SMAPV3003,0.138,0.417
19,SMAPV3004,0.069,0.417
19,SMAPV3005,0.144,0.417
19,SMAPV3006,0.081,0.417
19,SMAPV3007,0.113,0.417
19,SMAPV3008,0.106,0.417
19,SMAPV3009,0.131,0.417
19,SMAPV3010,0.075,0.417
19,SMAPV3011,0.388,0.417
19,SMAPV3012,0.156,0.417
19,SMAPV3013,0.306,0.417
19,SMAPV3014,0.206,0.417
19,SMAPV3015,0.094,0.417
19,SMAPV3016,0.113,0.417
19,SMAPV3017,0.075,0.417
19,SMAPV3018,0.1,0.417
19,SMAPV3019,0.081,0.417
19,SMAPV3020,0.125,0.417
19,SMAPV3021,0.056,0.417
19,SMAPV3022,0.156,0.417
19,SMAPV3023,0.119,0.417
19,SMAPV3024,0.138,0.417
19,SMAPV3025,0.156,0.417
19,SMAPV3026,0.088,0.417
19,SMAPV3027,0.175,0.417
19,SMAPV3028,0.169,0.417
19,SMAPV3029,0.156,0.417
19,SMAPV3030,0.144,0.417
19,SMAPV3031,0.144,0.417
19,SMAPV3032,1.538,0.417
19,SMAPV3033,1.756,0.417
19,SMAPV3034,2.181,0.417
19,SMAPV3035,1.531,0.417
19,SMAPV3036,1.463,0.417
19,SMAPV3037,1.344,0.417
19,SMAPV3038,1.375,0.417
19,SMAPV3039,1.263,0.417
19,SMAPV3040,1.313,0.417
19,SMAPV3041,1.194,0.417
19,SMAPV3042,1.094,0.417
19,SMAPV3043,0.288,0.417
19,SMAPV3044,0.238,0.417
19,SMAPV3045,0.144,0.417
19,SMAPV3046,0.181,0.417
19,SMAPV3047,0.131,0.417
19,SMAPV3048,0.163,0.417
20,SMAPV3001,0.175,0.417
20,SMAPV3002,0.144,0.417
20,SMAPV3003,0.188,0.417
20,SMAPV3004,0.075,0.417
20,SMAPV3005,0.156,0.417
20,SMAPV3006,0.106,0.417
20,SMAPV3007,0.119,0.417
20,SMAPV3008,0.119,0.417
20,SMAPV3009,0.1,0.417
20,SMAPV3010,0.156,0.417
20,SMAPV3011,0.406,0.417
20,SMAPV3012,0.306,0.417
20,SMAPV3013,0.463,0.417
20,SMAPV3014,0.319,0.417
20,SMAPV3015,0.188,0.417
20,SMAPV3016,0.138,0.417
20,SMAPV3017,0.081,0.417
20,SMAPV3018,0.119,0.417
20,SMAPV3019,0.106,0.417
20,SMAPV3020,0.113,0.417
20,SMAPV3021,0.156,0.417
20,SMAPV3022,0.169,0.417
20,SMAPV3023,0.125,0.417
20,SMAPV3024,0.15,0.417
20,SMAPV3025,0.125,0.417
20,SMAPV3026,0.131,0.417
20,SMAPV3027,0.1,0.417
20,SMAPV3028,0.175,0.417
20,SMAPV3029,1.138,0.417
20,SMAPV3030,1.638,0.417
20,SMAPV3031,1.625,0.417
20,SMAPV3032,1.631,0.417
20,SMAPV3033,1.706,0.417
20,SMAPV3034,1.663,0.417
20,SMAPV3035,1.663,0.417
20,SMAPV3036,2.694,0.417
20,SMAPV3037,2.494,0.417
20,SMAPV3038,2.238,0.417
20,SMAPV3039,2.125,0.417
20,SMAPV3040,2.131,0.417
20,SMAPV3041,2.238,0.417
20,SMAPV3042,2.125,0.417
20,SMAPV3043,2.106,0.417
20,SMAPV3044,2.1,0.417
20,SMAPV3045,1.188,0.417
20,SMAPV3046,0.7,0.417
20,SMAPV3047,0.619,0.417
20,SMAPV3048,0.656,0.417
21,SMAPV3001,0.675,0.417
21,SMAPV3002,0.675,0.417
21,SMAPV3003,0.681,0.417
21,SMAPV3004,0.656,0.417
21,SMAPV3005,0.656,0.417
21,SMAPV3006,0.594,0.417
21,SMAPV3007,0.681,0.417
21,SMAPV3008,0.219,0.417
21,SMAPV3009,0.138,0.417
21,SMAPV3010,0.131,0.417
21,SMAPV3011,0.081,0.417
21,SMAPV3012,0.513,0.417
21,SMAPV3013,0.306,0.417
21,SMAPV3014,0.275,0.417
21,SMAPV3015,0.213,0.417
21,SMAPV3016,0.25,0.417
21,SMAPV3017,0.25,0.417
21,SMAPV3018,0.263,0.417
21,SMAPV3019,0.406,0.417
21,SMAPV3020,0.313,0.417
21,SMAPV3021,0.144,0.417
21,SMAPV3022,0.1,0.417
21,SMAPV3023,0.119,0.417
21,SMAPV3024,0.125,0.417
21,SMAPV3025,0.444,0.417
21,SMAPV3026,1.644,0.417
21,SMAPV3027,1.675,0.417
21,SMAPV3028,1.644,0.417
21,SMAPV3029,1.569,0.417
21,SMAPV3030,1.563,0.417
21,SMAPV3031,1.519,0.417
21,SMAPV3032,1.538,0.417
21,SMAPV3033,1.525,0.417
21,SMAPV3034,1.513,0.417
21,SMAPV3035,1.444,0.417
21,SMAPV3036,1.344,0.417
21,SMAPV3037,1.469,0.417
21,SMAPV3038,1.538,0.417
21,SMAPV3039,1.5,0.417
21,SMAPV3040,1.744,0.417
21,SMAPV3041,1.75,0.417
21,SMAPV3042,1.656,0.417
21,SMAPV3043,0.538,0.417
21,SMAPV3044,0.281,0.417
21,SMAPV3045,0.119,0.417
21,SMAPV3046,0.125,0.417
21,SMAPV3047,0.144,0.417
21,SMAPV3048,0.094,0.417
22,SMAPV3001,0.144,0.417
22,SMAPV3002,0.144,0.417
22,SMAPV3003,0.156,0.417
22,SMAPV3004,0.144,0.417
22,SMAPV3005,0.156,0.417
22,SMAPV3006,0.138,0.417
22,SMAPV3007,0.106,0.417
22,SMAPV3008,0.113,0.417
22,SMAPV3009,0.125,0.417
22,SMAPV3010,0.094,0.417
22,SMAPV3011,0.138,0.417
22,SMAPV3012,0.231,0.417
22,SMAPV3013,0.281,0.417
22,SMAPV3014,0.244,0.417
22,SMAPV3015,0.2,0.417
22,SMAPV3016,0.263,0.417
22,SMAPV3017,0.206,0.417
22,SMAPV3018,0.231,0.417
22,SMAPV3019,0.444,0.417
22,SMAPV3020,0.138,0.417
22,SMAPV3021,0.181,0.417
22,SMAPV3022,0.169,0.417
22,SMAPV3023,0.163,0.417
22,SMAPV3024,0.256,0.417
22,SMAPV3025,0.225,0.417
22,SMAPV3026,0.175,0.417
22,SMAPV3027,0.375,0.417
22,SMAPV3028,1.513,0.417
22,SMAPV3029,1.444,0.417
22,SMAPV3030,1.606,0.417
22,SMAPV3031,1.594,0.417
22,SMAPV3032,1.525,0.417
22,SMAPV3033,1.675,0.417
22,SMAPV3034,1.613,0.417
22,SMAPV3035,1.675,0.417
22,SMAPV3036,1.5,0.417
22,SMAPV3037,0.575,0.417
22,SMAPV3038,0.375,0.417
22,SMAPV3039,0.331,0.417
22,SMAPV3040,0.45,0.417
22,SMAPV3041,0.325,0.417
22,SMAPV3042,0.281,0.417
22,SMAPV3043,0.275,0.417
22,SMAPV3044,0.3,0.417
22,SMAPV3045,0.288,0.417
22,SMAPV3046,0.275,0.417
22,SMAPV3047,0.219,0.417
22,SMAPV3048,0.1,0.417
23,SMAPV3001,0.125,0.417
23,SMAPV3002,0.088,0.417
23,SMAPV3003,0.113,0.417
23,SMAPV3004,0.113,0.417
23,SMAPV3005,0.1,0.417
23,SMAPV3006,0.144,0.417
23,SMAPV3007,0.131,0.417
23,SMAPV3008,0.131,0.417
23,SMAPV3009,0.144,0.417
23,SMAPV3010,0.1,0.417
23,SMAPV3011,0.106,0.417
23,SMAPV3012,0.094,0.417
23,SMAPV3013,0.381,0.417
23,SMAPV3014,0.225,0.417
23,SMAPV3015,0.219,0.417
23,SMAPV3016,0.263,0.417
23,SMAPV3017,0.25,0.417
23,SMAPV3018,0.25,0.417
23,SMAPV3019,0.2,0.417
23,SMAPV3020,0.156,0.417
23,SMAPV3021,0.131,0.417
23,SMAPV3022,0.25,0.417
23,SMAPV3023,0.175,0.417
23,SMAPV3024,0.288,0.417
23,SMAPV3025,0.294,0.417
23,SMAPV3026,0.269,0.417
23,SMAPV3027,0.981,0.417
23,SMAPV3028,1.394,0.417
23,SMAPV3029,1.456,0.417
23,SMAPV3030,1.375,0.417
23,SMAPV3031,1.4,0.417
23,SMAPV3032,1.381,0.417
23,SMAPV3033,1.506,0.417
23,SMAPV3034,1.644,0.417
23,SMAPV3035,0.375,0.417
23,SMAPV3036,1.519,0.417
23,SMAPV3037,1.675,0.417
23,SMAPV3038,1.744,0.417
23,SMAPV3039,1.6,0.417
23,SMAPV3040,1.081,0.417
23,SMAPV3041,0.288,0.417
23,SMAPV3042,0.294,0.417
23,SMAPV3043,0.338,0.417
23,SMAPV3044,0.263,0.417
23,SMAPV3045,0.263,0.417
23,SMAPV3046,0.113,0.417
23,SMAPV3047,0.119,0.417
23,SMAPV3048,0.113,0.417
24,SMAPV3001,0.094,0.417
24,SMAPV3002,0.125,0.417
24,SMAPV3003,0.094,0.417
24,SMAPV3004,0.106,0.417
24,SMAPV3005,0.106,0.417
24,SMAPV3006,0.106,0.417
24,SMAPV3007,0.094,0.417
24,SMAPV3008,0.131,0.417
24,SMAPV3009,0.094,0.417
24,SMAPV3010,0.138,0.417
24,SMAPV3011,0.081,0.417
24,SMAPV3012,0.119,0.417
24,SMAPV3013,0.075,0.417
24,SMAPV3014,0.438,0.417
24,SMAPV3015,0.2,0.417
24,SMAPV3016,0.238,0.417
24,SMAPV3017,0.681,0.417
24,SMAPV3018,0.65,0.417
24,SMAPV3019,0.35,0.417
24,SMAPV3020,0.256,0.417
24,SMAPV3021,0.188,0.417
24,SMAPV3022,0.125,0.417
24,SMAPV3023,0.131,0.417
24,SMAPV3024,0.219,0.417
24,SMAPV3025,0.119,0.417
24,SMAPV3026,0.156,0.417
24,SMAPV3027,0.075,0.417
24,SMAPV3028,0.144,0.417
24,SMAPV3029,0.081,0.417
24,SMAPV3030,0.131,0.417
24,SMAPV3031,0.094,0.417
24,SMAPV3032,0.113,0.417
24,SMAPV3033,0.15,0.417
24,SMAPV3034,0.244,0.417
24,SMAPV3035,0.225,0.417
24,SMAPV3036,0.256,0.417
24,SMAPV3037,0.394,0.417
24,SMAPV3038,0.188,0.417
24,SMAPV3039,0.269,0.417
24,SMAPV3040,0.331,0.417
24,SMAPV3041,0.256,0.417
24,SMAPV3042,0.263,0.417
24,SMAPV3043,0.294,0.417
24,SMAPV3044,0.231,0.417
24,SMAPV3045,0.25,0.417
24,SMAPV3046,0.256,0.417
24,SMAPV3047,0.144,0.417
24,SMAPV3048,0.106,0.417
25,SMAPV3001,0.131,0.417
25,SMAPV3002,0.075,0.417
25,SMAPV3003,0.125,0.417
25,SMAPV3004,0.113,0.417
25,SMAPV3005,0.075,0.417
25,SMAPV3006,0.119,0.417
25,SMAPV3007,0.106,0.417
25,SMAPV3008,0.119,0.417
25,SMAPV3009,0.113,0.417
25,SMAPV3010,0.088,0.417
25,SMAPV3011,0.106,0.417
25,SMAPV3012,0.106,0.417
25,SMAPV3013,0.069,0.417
25,SMAPV3014,0.375,0.417
25,SMAPV3015,0.225,0.417
25,SMAPV3016,0.263,0.417
25,SMAPV3017,0.325,0.417
25,SMAPV3018,0.238,0.417
25,SMAPV3019,0.188,0.417
25,SMAPV3020,0.356,0.417
25,SMAPV3021,0.225,0.417
25,SMAPV3022,0.194,0.417
25,SMAPV3023,0.194,0.417
25,SMAPV3024,0.213,0.417
25,SMAPV3025,0.719,0.417
25,SMAPV3026,0.394,0.417
25,SMAPV3027,0.456,0.417
25,SMAPV3028,0.45,0.417
25,SMAPV3029,0.3,0.417
25,SMAPV3030,0.231,0.417
25,SMAPV3031,0.956,0.417
25,SMAPV3032,0.606,0.417
25,SMAPV3033,0.706,0.417
25,SMAPV3034,0.906,0.417
25,SMAPV3035,0.625,0.417
25,SMAPV3036,0.425,0.417
25,SMAPV3037,0.544,0.417
25,SMAPV3038,0.375,0.417
25,SMAPV3039,0.3,0.417
25,SMAPV3040,0.244,0.417
25,SMAPV3041,0.363,0.417
25,SMAPV3042,0.2,0.417
25,SMAPV3043,0.188,0.417
25,SMAPV3044,0.156,0.417
25,SMAPV3045,0.119,0.417
25,SMAPV3046,0.113,0.417
25,SMAPV3047,0.1,0.417
25,SMAPV3048,0.1,0.417
26,SMAPV3001,0.125,0.417
26,SMAPV3002,0.081,0.417
26,SMAPV3003,0.1,0.417
26,SMAPV3004,0.125,0.417
26,SMAPV3005,0.081,0.417
26,SMAPV3006,0.094,0.417
26,SMAPV3007,0.106,0.417
26,SMAPV3008,0.088,0.417
26,SMAPV3009,0.119,0.417
26,SMAPV3010,0.075,0.417
26,SMAPV3011,0.481,0.417
26,SMAPV3012,0.413,0.417
26,SMAPV3013,0.613,0.417
26,SMAPV3014,0.338,0.417
26,SMAPV3015,0.231,0.417
26,SMAPV3016,0.081,0.417
26,SMAPV3017,0.106,0.417
26,SMAPV3018,0.081,0.417
26,SMAPV3019,0.088,0.417
26,SMAPV3020,0.119,0.417
26,SMAPV3021,0.081,0.417
26,SMAPV3022,0.088,0.417
26,SMAPV3023,0.119,0.417
26,SMAPV3024,0.075,0.417
26,SMAPV3025,0.1,0.417
26,SMAPV3026,0.1,0.417
26,SMAPV3027,0.088,0.417
26,SMAPV3028,0.113,0.417
26,SMAPV3029,0.081,0.417
26,SMAPV3030,0.1,0.417
26,SMAPV3031,0.206,0.417
26,SMAPV3032,0.225,0.417
26,SMAPV3033,0.238,0.417
26,SMAPV3034,0.394,0.417
26,SMAPV3035,0.981,0.417
26,SMAPV3036,0.356,0.417
26,SMAPV3037,0.331,0.417
26,SMAPV3038,0.225,0.417
26,SMAPV3039,0.238,0.417
26,SMAPV3040,0.219,0.417
26,SMAPV3041,0.331,0.417
26,SMAPV3042,0.256,0.417
26,SMAPV3043,0.294,0.417
26,SMAPV3044,0.238,0.417
26,SMAPV3045,0.163,0.417
26,SMAPV3046,0.156,0.417
26,SMAPV3047,0.094,0.417
26,SMAPV3048,0.113,0.417
27,SMAPV3001,0.119,0.417
27,SMAPV3002,0.1,0.417
27,SMAPV3003,0.119,0.417
27,SMAPV3004,0.094,0.417
27,SMAPV3005,0.1,0.417
27,SMAPV3006,0.131,0.417
27,SMAPV3007,0.069,0.417
27,SMAPV3008,0.106,0.417
27,SMAPV3009,0.119,0.417
27,SMAPV3010,0.081,0.417
27,SMAPV3011,0.344,0.417
27,SMAPV3012,0.313,0.417
27,SMAPV3013,0.356,0.417
27,SMAPV3014,0.3,0.417
27,SMAPV3015,0.225,0.417
27,SMAPV3016,0.1,0.417
27,SMAPV3017,0.125,0.417
27,SMAPV3018,0.063,0.417
27,SMAPV3019,0.1,0.417
27,SMAPV3020,0.1,0.417
27,SMAPV3021,0.088,0.417
27,SMAPV3022,0.1,0.417
27,SMAPV3023,0.081,0.417
27,SMAPV3024,0.113,0.417
27,SMAPV3025,0.088,0.417
27,SMAPV3026,0.094,0.417
27,SMAPV3027,0.119,0.417
27,SMAPV3028,0.081,0.417
27,SMAPV3029,0.169,0.417
27,SMAPV3030,0.219,0.417
27,SMAPV3031,0.25,0.417
27,SMAPV3032,0.338,0.417
27,SMAPV3033,0.275,0.417
27,SMAPV3034,0.663,0.417
27,SMAPV3035,0.969,0.417
27,SMAPV3036,0.719,0.417
27,SMAPV3037,0.35,0.417
27,SMAPV3038,0.238,0.417
27,SMAPV3039,0.269,0.417
27,SMAPV3040,0.181,0.417
27,SMAPV3041,0.25,0.417
27,SMAPV3042,0.225,0.417
27,SMAPV3043,0.206,0.417
27,SMAPV3044,0.3,0.417
27,SMAPV3045,0.144,0.417
27,SMAPV3046,0.169,0.417
27,SMAPV3047,0.075,0.417
27,SMAPV3048,0.125,0.417
28,SMAPV3001,0.131,0.417
28,SMAPV3002,0.069,0.417
28,SMAPV3003,0.138,0.417
28,SMAPV3004,0.106,0.417
28,SMAPV3005,0.081,0.417
28,SMAPV3006,0.125,0.417
28,SMAPV3007,0.081,0.417
28,SMAPV3008,0.106,0.417
28,SMAPV3009,0.119,0.417
28,SMAPV3010,0.194,0.417
28,SMAPV3011,0.344,0.417
28,SMAPV3012,0.256,0.417
28,SMAPV3013,0.381,0.417
28,SMAPV3014,0.294,0.417
28,SMAPV3015,0.15,0.417
28,SMAPV3016,0.113,0.417
28,SMAPV3017,0.1,0.417
28,SMAPV3018,0.1,0.417
28,SMAPV3019,0.119,0.417
28,SMAPV3020,0.063,0.417
28,SMAPV3021,0.163,0.417
28,SMAPV3022,0.188,0.417
28,SMAPV3023,0.75,0.417
28,SMAPV3024,0.444,0.417
28,SMAPV3025,0.256,0.417
28,SMAPV3026,0.125,0.417
28,SMAPV3027,0.15,0.417
28,SMAPV3028,0.075,0.417
28,SMAPV3029,0.138,0.417
28,SMAPV3030,0.181,0.417
28,SMAPV3031,0.15,0.417
28,SMAPV3032,0.138,0.417
28,SMAPV3033,0.306,0.417
28,SMAPV3034,0.281,0.417
28,SMAPV3035,0.925,0.417
28,SMAPV3036,0.806,0.417
28,SMAPV3037,0.45,0.417
28,SMAPV3038,0.325,0.417
28,SMAPV3039,0.275,0.417
28,SMAPV3040,0.356,0.417
28,SMAPV3041,0.356,0.417
28,SMAPV3042,0.263,0.417
28,SMAPV3043,0.231,0.417
28,SMAPV3044,0.144,0.417
28,SMAPV3045,0.119,0.417
28,SMAPV3046,0.131,0.417
28,SMAPV3047,0.088,0.417
28,SMAPV3048,0.131,0.417
29,SMAPV3001,0.125,0.144
29,SMAPV3002,0.131,0.119
29,SMAPV3003,0.169,0.125
29,SMAPV3004,0.175,0.131
29,SMAPV3005,0.094,0.125
29,SMAPV3006,0.138,0.119
29,SMAPV3007,0.075,0.131
29,SMAPV3008,0.119,0.113
29,SMAPV3009,0.113,0.131
29,SMAPV3010,0.075,0.144
29,SMAPV3011,0.381,0.362
29,SMAPV3012,0.3,0.237
29,SMAPV3013,0.506,0.144
29,SMAPV3014,0.225,0.15
29,SMAPV3015,0.206,0.163
29,SMAPV3016,0.088,0.15
29,SMAPV3017,0.15,0.15
29,SMAPV3018,0.138,0.15
29,SMAPV3019,0.175,0.225
29,SMAPV3020,0.119,0.375
29,SMAPV3021,0.175,0.281
29,SMAPV3022,0.244,0.294
29,SMAPV3023,0.213,0.287
29,SMAPV3024,0.419,0.275
29,SMAPV3025,0.325,0.25
29,SMAPV3026,0.175,0.35
29,SMAPV3027,0.213,0.244
29,SMAPV3028,0.075,0.269
29,SMAPV3029,0.138,0.263
29,SMAPV3030,0.088,0.244
29,SMAPV3031,0.188,0.244
29,SMAPV3032,0.2,0.625
29,SMAPV3033,0.288,0.931
29,SMAPV3034,0.281,0.894
29,SMAPV3035,0.244,0.875
29,SMAPV3036,0.206,0.9
29,SMAPV3037,0.95,0.875
29,SMAPV3038,0.644,0.856
29,SMAPV3039,0.231,0.856
29,SMAPV3040,0.225,1.094
29,SMAPV3041,0.231,1.119
29,SMAPV3042,0.231,0.887
29,SMAPV3043,0.213,0.625
29,SMAPV3044,0.238,0.356
29,SMAPV3045,0.138,0.181
29,SMAPV3046,0.156,0.144
29,SMAPV3047,0.113,0.131
29,SMAPV3048,0.15,0.119
30,SMAPV3001,0.15,0.417
30,SMAPV3002,0.119,0.417
30,SMAPV3003,0.106,0.417
30,SMAPV3004,0.144,0.417
30,SMAPV3005,0.081,0.417
30,SMAPV3006,0.125,0.417
30,SMAPV3007,0.069,0.417
30,SMAPV3008,0.144,0.417
30,SMAPV3009,0.069,0.417
30,SMAPV3010,0.119,0.417
30,SMAPV3011,0.15,0.417
30,SMAPV3012,0.169,0.417
30,SMAPV3013,0.494,0.417
30,SMAPV3014,0.238,0.417
30,SMAPV3015,0.175,0.417
30,SMAPV3016,0.244,0.417
30,SMAPV3017,0.275,0.417
30,SMAPV3018,0.294,0.417
30,SMAPV3019,0.338,0.417
30,SMAPV3020,0.144,0.417
30,SMAPV3021,0.494,0.417
30,SMAPV3022,0.113,0.417
30,SMAPV3023,0.238,0.417
30,SMAPV3024,0.194,0.417
30,SMAPV3025,1.075,0.417
30,SMAPV3026,0.306,0.417
30,SMAPV3027,0.094,0.417
30,SMAPV3028,0.156,0.417
30,SMAPV3029,0.1,0.417
30,SMAPV3030,0.175,0.417
30,SMAPV3031,0.119,0.417
30,SMAPV3032,0.113,0.417
30,SMAPV3033,0.244,0.417
30,SMAPV3034,0.256,0.417
30,SMAPV3035,0.256,0.417
30,SMAPV3036,0.306,0.417
30,SMAPV3037,0.538,0.417
30,SMAPV3038,0.413,0.417
30,SMAPV3039,0.488,0.417
30,SMAPV3040,0.331,0.417
30,SMAPV3041,0.269,0.417
30,SMAPV3042,0.319,0.417
30,SMAPV3043,0.244,0.417
30,SMAPV3044,0.238,0.417
30,SMAPV3045,0.2,0.417
30,SMAPV3046,0.169,0.417
30,SMAPV3047,0.106,0.417
30,SMAPV3048,0.131,0.417
31,SMAPV3001,0.1,0.417
31,SMAPV3002,0.125,0.417
31,SMAPV3003,0.125,0.417
31,SMAPV3004,0.1,0.417
31,SMAPV3005,0.113,0.417
31,SMAPV3006,0.088,0.417
31,SMAPV3007,0.138,0.417
31,SMAPV3008,0.069,0.417
31,SMAPV3009,0.15,0.417
31,SMAPV3010,0.131,0.417
31,SMAPV3011,0.144,0.417
31,SMAPV3012,0.313,0.417
31,SMAPV3013,0.231,0.417
31,SMAPV3014,0.294,0.417
31,SMAPV3015,0.219,0.417
31,SMAPV3016,0.344,0.417
31,SMAPV3017,0.319,0.417
31,SMAPV3018,0.225,0.417
31,SMAPV3019,0.644,0.417
31,SMAPV3020,0.481,0.417
31,SMAPV3021,0.138,0.417
31,SMAPV3022,0.119,0.417
31,SMAPV3023,0.081,0.417
31,SMAPV3024,0.113,0.417
31,SMAPV3025,0.113,0.417
31,SMAPV3026,0.069,0.417
31,SMAPV3027,0.131,0.417
31,SMAPV3028,0.206,0.417
31,SMAPV3029,0.125,0.417
31,SMAPV3030,0.075,0.417
31,SMAPV3031,0.231,0.417
31,SMAPV3032,0.188,0.417
31,SMAPV3033,0.256,0.417
31,SMAPV3034,0.213,0.417
31,SMAPV3035,0.375,0.417
31,SMAPV3036,0.275,0.417
31,SMAPV3037,0.194,0.417
31,SMAPV3038,0.225,0.417
31,SMAPV3039,0.338,0.417
31,SMAPV3040,0.3,0.417
31,SMAPV3041,0.231,0.417
31,SMAPV3042,0.25,0.417
31,SMAPV3043,0.194,0.417
31,SMAPV3044,0.213,0.417
31,SMAPV3045,0.094,0.417
31,SMAPV3046,0.138,0.417
31,SMAPV3047,0.113,0.417
31,SMAPV3048,0.119,0.417
32,SMAPV3001,0.106,0.417
32,SMAPV3002,0.088,0.417
32,SMAPV3003,0.119,0.417
32,SMAPV3004,0.094,0.417
32,SMAPV3005,0.113,0.417
32,SMAPV3006,0.069,0.417
32,SMAPV3007,0.156,0.417
32,SMAPV3008,0.088,0.417
32,SMAPV3009,0.106,0.417
32,SMAPV3010,0.1,0.417
32,SMAPV3011,0.463,0.417
32,SMAPV3012,0.338,0.417
32,SMAPV3013,0.281,0.417
32,SMAPV3014,0.244,0.417
32,SMAPV3015,0.356,0.417
32,SMAPV3016,0.2,0.417
