day,time,house1,house2
184,SMAPV3031,0.081,1.019
184,SMAPV3032,0.094,1
184,SMAPV3033,0.063,1
184,SMAPV3034,0.319,1.038
184,SMAPV3035,0.425,0.588
184,SMAPV3036,0.663,0.631
184,SMAPV3037,1.1,0.844
184,SMAPV3038,0.444,0.7
184,SMAPV3039,0.569,0.669
184,SMAPV3040,0.725,0.575
184,SMAPV3041,0.45,0.519
184,SMAPV3042,1.188,0.475
184,SMAPV3043,0.963,0.488
184,SMAPV3044,0.863,0.481
184,SMAPV3045,0.863,0.519
184,SMAPV3046,0.844,0.163
184,SMAPV3047,0.931,0.156
184,SMAPV3048,0.981,0.231
185,SMAPV3001,0.913,0.156
185,SMAPV3002,0.813,0.163
185,SMAPV3003,0.538,0.144
185,SMAPV3004,0.288,0.138
185,SMAPV3005,0.375,0.131
185,SMAPV3006,0.35,0.125
185,SMAPV3007,0.344,0.156
185,SMAPV3008,0.338,0.113
185,SMAPV3009,0.35,0.169
185,SMAPV3010,0.331,0.125
185,SMAPV3011,0.431,0.144
185,SMAPV3012,0.263,0.138
185,SMAPV3013,0.406,0.156
185,SMAPV3014,0.394,0.119
185,SMAPV3015,0.225,0.525
185,SMAPV3016,0.431,0.575
185,SMAPV3017,0.338,1.4
185,SMAPV3018,0.288,1.275
185,SMAPV3019,0.338,0.219
185,SMAPV3020,0.394,0.081
185,SMAPV3021,0.288,0.169
185,SMAPV3022,0.375,0.113
185,SMAPV3023,0.144,1.113
185,SMAPV3024,0.2,0.919
185,SMAPV3025,0.288,1.288
185,SMAPV3026,0.181,0.994
185,SMAPV3027,0.131,1.206
185,SMAPV3028,0.131,0.775
185,SMAPV3029,0.194,0.769
185,SMAPV3030,0.119,0.775
185,SMAPV3031,0.106,0.744
185,SMAPV3032,0.106,0.781
185,SMAPV3033,0.25,0.925
185,SMAPV3034,0.256,1.506
185,SMAPV3035,0.425,1.2
185,SMAPV3036,0.4,0.9
185,SMAPV3037,0.7,0.744
185,SMAPV3038,1.425,0.6
185,SMAPV3039,0.513,0.638
185,SMAPV3040,0.906,0.569
185,SMAPV3041,0.763,0.575
185,SMAPV3042,0.469,0.669
185,SMAPV3043,0.444,0.313
185,SMAPV3044,0.319,0.15
185,SMAPV3045,0.263,0.15
185,SMAPV3046,0.338,0.144
185,SMAPV3047,0.263,0.138
185,SMAPV3048,0.269,0.138
186,SMAPV3001,0.238,0.131
186,SMAPV3002,0.288,0.131
186,SMAPV3003,0.313,0.163
186,SMAPV3004,0.3,0.119
186,SMAPV3005,0.25,0.144
186,SMAPV3006,0.269,0.131
186,SMAPV3007,0.269,0.156
186,SMAPV3008,0.25,0.138
186,SMAPV3009,0.25,0.15
186,SMAPV3010,0.275,0.131
186,SMAPV3011,0.238,0.144
186,SMAPV3012,0.269,0.125
186,SMAPV3013,0.281,0.225
186,SMAPV3014,0.263,0.719
186,SMAPV3015,0.231,0.45
186,SMAPV3016,0.25,0.15
186,SMAPV3017,0.544,0.619
186,SMAPV3018,0.344,0.506
186,SMAPV3019,0.494,0.075
186,SMAPV3020,0.406,0.05
186,SMAPV3021,0.1,0.063
186,SMAPV3022,0.119,0.05
186,SMAPV3023,0.106,0.069
186,SMAPV3024,0.119,0.031
186,SMAPV3025,0.138,0.069
186,SMAPV3026,0.05,0.05
186,SMAPV3027,0.125,0.056
186,SMAPV3028,0.05,0.056
186,SMAPV3029,0.119,0.038
186,SMAPV3030,0.063,0.219
186,SMAPV3031,0.1,0.694
186,SMAPV3032,0.225,0.681
186,SMAPV3033,0.438,0.706
186,SMAPV3034,0.425,0.606
186,SMAPV3035,0.569,0.281
186,SMAPV3036,0.481,1.675
186,SMAPV3037,0.819,1.619
186,SMAPV3038,1.406,0.994
186,SMAPV3039,0.663,1.069
186,SMAPV3040,0.55,0.731
186,SMAPV3041,0.338,0.675
186,SMAPV3042,0.394,0.369
186,SMAPV3043,0.413,0.1
186,SMAPV3044,0.25,0.081
186,SMAPV3045,0.394,0.056
186,SMAPV3046,0.3,0.069
186,SMAPV3047,0.288,0.088
186,SMAPV3048,0.388,0.081
187,SMAPV3001,0.325,0.088
187,SMAPV3002,0.281,0.113
187,SMAPV3003,0.319,0.081
187,SMAPV3004,0.313,0.119
187,SMAPV3005,0.281,0.081
187,SMAPV3006,0.319,0.113
187,SMAPV3007,0.256,0.094
187,SMAPV3008,0.3,0.1
187,SMAPV3009,0.319,0.119
187,SMAPV3010,0.306,0.081
187,SMAPV3011,0.319,0.106
187,SMAPV3012,0.281,0.119
187,SMAPV3013,0.463,0.094
187,SMAPV3014,0.625,0.431
187,SMAPV3015,0.456,0.906
187,SMAPV3016,0.319,0.713
187,SMAPV3017,0.131,1.6
187,SMAPV3018,0.063,1.644
187,SMAPV3019,0.1,0.844
187,SMAPV3020,0.063,0.85
187,SMAPV3021,0.094,0.15
187,SMAPV3022,0.069,0.294
187,SMAPV3023,0.094,0.3
187,SMAPV3024,0.063,0.2
187,SMAPV3025,0.094,0.181
187,SMAPV3026,0.088,0.131
187,SMAPV3027,0.069,0.163
187,SMAPV3028,0.094,0.088
187,SMAPV3029,0.069,0.063
187,SMAPV3030,0.088,0.106
187,SMAPV3031,0.069,0.669
187,SMAPV3032,0.225,0.806
187,SMAPV3033,0.294,0.913
187,SMAPV3034,0.45,0.888
187,SMAPV3035,0.519,0.4
187,SMAPV3036,0.6,0.519
187,SMAPV3037,0.956,1.475
187,SMAPV3038,0.669,0.563
187,SMAPV3039,0.431,0.675
187,SMAPV3040,0.65,0.55
187,SMAPV3041,0.45,0.631
187,SMAPV3042,0.806,0.588
187,SMAPV3043,0.45,0.138
187,SMAPV3044,0.481,0.106
187,SMAPV3045,0.369,0.106
187,SMAPV3046,0.494,0.144
187,SMAPV3047,0.35,0.106
187,SMAPV3048,0.388,0.144
188,SMAPV3001,0.363,0.119
188,SMAPV3002,0.325,0.156
188,SMAPV3003,0.35,0.125
188,SMAPV3004,0.344,0.156
188,SMAPV3005,0.394,0.131
188,SMAPV3006,0.331,0.156
188,SMAPV3007,0.281,0.131
188,SMAPV3008,0.363,0.156
188,SMAPV3009,0.281,0.131
188,SMAPV3010,0.338,0.263
188,SMAPV3011,0.313,0.181
188,SMAPV3012,0.338,0.188
188,SMAPV3013,0.306,0.569
188,SMAPV3014,0.294,0.638
188,SMAPV3015,0.506,0.25
188,SMAPV3016,0.381,0.131
188,SMAPV3017,0.606,0.581
188,SMAPV3018,0.325,0.544
188,SMAPV3019,0.119,0.05
188,SMAPV3020,0.2,0.069
188,SMAPV3021,0.369,0.044
188,SMAPV3022,0.138,0.075
188,SMAPV3023,0.231,0.044
188,SMAPV3024,0.25,0.069
188,SMAPV3025,0.331,0.05
188,SMAPV3026,0.275,0.069
188,SMAPV3027,0.263,0.05
188,SMAPV3028,0.256,0.063
188,SMAPV3029,0.313,0.05
188,SMAPV3030,0.2,0.125
188,SMAPV3031,0.156,0.6
188,SMAPV3032,0.113,0.6
188,SMAPV3033,0.125,0.594
188,SMAPV3034,0.294,0.531
188,SMAPV3035,0.419,0.15
188,SMAPV3036,0.481,0.088
188,SMAPV3037,1.125,0.506
188,SMAPV3038,1.294,0.863
188,SMAPV3039,0.338,0.7
188,SMAPV3040,0.669,0.6
188,SMAPV3041,0.363,0.763
188,SMAPV3042,0.563,0.8
188,SMAPV3043,0.475,0.794
188,SMAPV3044,0.45,0.169
188,SMAPV3045,0.444,0.775
188,SMAPV3046,0.431,0.15
188,SMAPV3047,0.369,0.063
188,SMAPV3048,0.269,0.106
189,SMAPV3001,0.275,0.063
189,SMAPV3002,0.275,0.1
189,SMAPV3003,0.3,0.063
189,SMAPV3004,0.281,0.094
189,SMAPV3005,0.263,0.069
189,SMAPV3006,0.306,0.094
189,SMAPV3007,0.238,0.063
189,SMAPV3008,0.306,0.094
189,SMAPV3009,0.25,0.119
189,SMAPV3010,0.294,0.138
189,SMAPV3011,0.256,0.113
189,SMAPV3012,0.294,0.094
189,SMAPV3013,0.269,0.219
189,SMAPV3014,0.306,1.381
189,SMAPV3015,0.25,0.594
189,SMAPV3016,0.65,1.144
189,SMAPV3017,0.631,1.294
189,SMAPV3018,0.369,1.263
189,SMAPV3019,0.375,0.594
189,SMAPV3020,0.281,0.094
189,SMAPV3021,0.106,0.069
189,SMAPV3022,0.094,0.088
189,SMAPV3023,0.069,0.088
189,SMAPV3024,0.1,0.113
189,SMAPV3025,0.106,0.4
189,SMAPV3026,0.138,0.419
189,SMAPV3027,0.088,0.419
189,SMAPV3028,0.1,0.45
189,SMAPV3029,0.069,0.469
189,SMAPV3030,0.075,0.594
189,SMAPV3031,0.188,0.931
189,SMAPV3032,0.238,0.844
189,SMAPV3033,0.275,1.075
189,SMAPV3034,0.225,0.994
189,SMAPV3035,0.163,0.55
189,SMAPV3036,0.494,0.731
189,SMAPV3037,0.481,0.713
189,SMAPV3038,0.575,0.681
189,SMAPV3039,0.825,0.663
189,SMAPV3040,1.019,0.669
189,SMAPV3041,0.894,0.588
189,SMAPV3042,0.588,0.531
189,SMAPV3043,0.556,0.55
189,SMAPV3044,0.488,0.475
189,SMAPV3045,0.488,0.1
189,SMAPV3046,0.394,0.081
189,SMAPV3047,0.275,0.094
189,SMAPV3048,0.288,0.075
190,SMAPV3001,0.294,0.094
190,SMAPV3002,0.313,0.069
190,SMAPV3003,0.275,0.181
190,SMAPV3004,0.288,0.1
190,SMAPV3005,0.325,0.106
190,SMAPV3006,0.3,0.081
190,SMAPV3007,0.281,0.1
190,SMAPV3008,0.306,0.113
190,SMAPV3009,0.275,0.125
190,SMAPV3010,0.306,0.106
190,SMAPV3011,0.338,0.119
190,SMAPV3012,0.263,0.119
190,SMAPV3013,0.319,0.281
190,SMAPV3014,0.575,0.688
190,SMAPV3015,0.494,0.463
190,SMAPV3016,0.663,0.156
190,SMAPV3017,0.388,0.625
190,SMAPV3018,0.294,0.563
190,SMAPV3019,0.163,0.081
190,SMAPV3020,0.113,0.088
190,SMAPV3021,0.069,0.069
190,SMAPV3022,0.094,0.094
190,SMAPV3023,0.1,0.075
190,SMAPV3024,0.069,0.094
190,SMAPV3025,0.156,0.069
190,SMAPV3026,0.144,0.088
190,SMAPV3027,0.081,0.063
190,SMAPV3028,0.094,0.094
190,SMAPV3029,0.088,0.069
190,SMAPV3030,0.1,0.25
190,SMAPV3031,0.181,0.65
190,SMAPV3032,0.269,0.638
190,SMAPV3033,0.606,0.613
190,SMAPV3034,0.388,0.713
190,SMAPV3035,0.506,0.488
190,SMAPV3036,0.413,0.975
190,SMAPV3037,0.381,0.863
190,SMAPV3038,0.144,0.725
190,SMAPV3039,0.175,0.744
190,SMAPV3040,0.175,0.913
190,SMAPV3041,0.438,0.675
190,SMAPV3042,0.65,0.688
190,SMAPV3043,0.669,0.681
190,SMAPV3044,0.538,0.581
190,SMAPV3045,0.525,0.3
190,SMAPV3046,0.475,0.1
190,SMAPV3047,0.369,0.15
190,SMAPV3048,0.419,0.106
191,SMAPV3001,0.319,0.125
191,SMAPV3002,0.225,0.1
191,SMAPV3003,0.325,0.144
191,SMAPV3004,0.313,0.113
191,SMAPV3005,0.306,0.138
191,SMAPV3006,0.281,0.119
191,SMAPV3007,0.294,0.2
191,SMAPV3008,0.281,0.156
191,SMAPV3009,0.288,0.156
191,SMAPV3010,0.275,0.131
191,SMAPV3011,0.269,0.113
191,SMAPV3012,0.263,0.144
191,SMAPV3013,0.256,0.1
191,SMAPV3014,0.4,0.369
191,SMAPV3015,0.256,0.669
191,SMAPV3016,0.669,1.438
191,SMAPV3017,0.281,1.663
191,SMAPV3018,0.188,1.175
191,SMAPV3019,0.213,0.55
191,SMAPV3020,0.338,0.163
191,SMAPV3021,0.231,0.05
191,SMAPV3022,0.213,0.144
191,SMAPV3023,0.288,0.081
191,SMAPV3024,0.225,0.144
191,SMAPV3025,0.231,0.113
191,SMAPV3026,0.088,0.144
191,SMAPV3027,0.081,0.106
191,SMAPV3028,0.081,0.144
191,SMAPV3029,0.081,0.169
191,SMAPV3030,0.119,0.344
191,SMAPV3031,0.275,0.969
191,SMAPV3032,0.231,0.981
191,SMAPV3033,0.319,0.944
191,SMAPV3034,0.313,0.838
191,SMAPV3035,0.644,0.431
191,SMAPV3036,0.813,0.569
191,SMAPV3037,1.531,0.406
191,SMAPV3038,0.531,0.469
191,SMAPV3039,0.413,0.644
191,SMAPV3040,1.144,0.494
191,SMAPV3041,0.825,0.5
191,SMAPV3042,0.756,0.463
191,SMAPV3043,0.756,0.506
191,SMAPV3044,0.706,0.344
191,SMAPV3045,0.725,0.075
191,SMAPV3046,0.538,0.088
191,SMAPV3047,0.344,0.106
191,SMAPV3048,0.344,0.113
192,SMAPV3001,0.488,0.15
192,SMAPV3002,0.288,0.219
192,SMAPV3003,0.369,0.156
192,SMAPV3004,0.288,0.15
192,SMAPV3005,0.163,0.131
192,SMAPV3006,0.344,0.131
192,SMAPV3007,0.306,0.156
192,SMAPV3008,0.263,0.125
192,SMAPV3009,0.219,0.144
192,SMAPV3010,0.319,0.131
192,SMAPV3011,0.363,0.156
192,SMAPV3012,0.288,0.138
192,SMAPV3013,0.156,0.144
192,SMAPV3014,0.194,0.138
192,SMAPV3015,0.15,0.788
192,SMAPV3016,0.194,0.794
192,SMAPV3017,0.15,1
192,SMAPV3018,0.188,0.881
192,SMAPV3019,0.15,0.519
192,SMAPV3020,0.913,0.45
192,SMAPV3021,0.425,0.994
192,SMAPV3022,0.594,1.363
192,SMAPV3023,0.4,0.806
192,SMAPV3024,0.263,0.588
192,SMAPV3025,0.544,0.5
192,SMAPV3026,0.944,0.5
192,SMAPV3027,0.331,0.581
192,SMAPV3028,0.4,0.606
192,SMAPV3029,0.431,0.588
192,SMAPV3030,0.438,0.619
192,SMAPV3031,0.119,1.144
192,SMAPV3032,0.169,1.113
192,SMAPV3033,0.675,1.1
192,SMAPV3034,0.481,0.944
192,SMAPV3035,0.45,0.544
192,SMAPV3036,0.794,0.675
192,SMAPV3037,1.544,0.975
192,SMAPV3038,0.713,0.825
192,SMAPV3039,0.531,0.988
192,SMAPV3040,0.75,1.063
192,SMAPV3041,0.781,0.731
192,SMAPV3042,0.781,0.688
192,SMAPV3043,0.613,0.725
192,SMAPV3044,0.706,0.525
192,SMAPV3045,0.713,0.638
192,SMAPV3046,0.563,0.425
192,SMAPV3047,0.55,0.144
192,SMAPV3048,0.463,0.15
193,SMAPV3001,0.469,0.131
193,SMAPV3002,0.5,0.238
193,SMAPV3003,0.456,0.156
193,SMAPV3004,0.381,0.15
193,SMAPV3005,0.35,0.15
193,SMAPV3006,0.356,0.144
193,SMAPV3007,0.144,0.144
193,SMAPV3008,0.181,0.15
193,SMAPV3009,0.181,0.119
193,SMAPV3010,0.194,0.131
193,SMAPV3011,0.131,0.156
193,SMAPV3012,0.156,0.156
193,SMAPV3013,0.3,0.319
193,SMAPV3014,0.325,0.631
193,SMAPV3015,0.831,0.5
193,SMAPV3016,0.531,0.263
193,SMAPV3017,0.531,0.725
193,SMAPV3018,0.531,0.663
193,SMAPV3019,0.363,0.2
193,SMAPV3020,0.375,0.231
193,SMAPV3021,0.219,0.269
193,SMAPV3022,0.288,0.231
193,SMAPV3023,0.263,0.219
193,SMAPV3024,0.206,0.175
193,SMAPV3025,0.375,0.219
193,SMAPV3026,0.194,0.181
193,SMAPV3027,0.256,0.206
193,SMAPV3028,0.275,0.156
193,SMAPV3029,0.369,0.063
193,SMAPV3030,0.256,0.113
193,SMAPV3031,0.175,0.625
193,SMAPV3032,0.481,0.6
193,SMAPV3033,0.313,0.6
193,SMAPV3034,0.563,0.531
193,SMAPV3035,0.556,0.05
193,SMAPV3036,0.65,0.488
193,SMAPV3037,0.7,1.619
193,SMAPV3038,0.475,1.006
193,SMAPV3039,0.456,1.413
193,SMAPV3040,0.769,0.819
193,SMAPV3041,0.35,0.713
193,SMAPV3042,0.363,0.681
193,SMAPV3043,0.475,0.256
193,SMAPV3044,0.3,0.156
193,SMAPV3045,0.431,0.219
193,SMAPV3046,0.238,0.206
193,SMAPV3047,0.25,0.156
193,SMAPV3048,0.181,0.15
194,SMAPV3001,0.238,0.15
194,SMAPV3002,0.263,0.156
194,SMAPV3003,0.163,0.144
194,SMAPV3004,0.25,0.131
194,SMAPV3005,0.156,0.163
194,SMAPV3006,0.288,0.131
194,SMAPV3007,0.225,0.156
194,SMAPV3008,0.2,0.144
194,SMAPV3009,0.244,0.15
194,SMAPV3010,0.181,0.138
194,SMAPV3011,0.156,0.163
194,SMAPV3012,0.131,0.131
194,SMAPV3013,0.463,0.444
194,SMAPV3014,0.431,0.969
194,SMAPV3015,0.581,0.394
194,SMAPV3016,0.425,0.156
194,SMAPV3017,0.188,0.65
194,SMAPV3018,0.106,0.625
194,SMAPV3019,0.069,0.1
194,SMAPV3020,0.081,0.081
194,SMAPV3021,0.088,0.056
194,SMAPV3022,0.069,0.056
194,SMAPV3023,0.081,0.063
194,SMAPV3024,0.088,0.063
194,SMAPV3025,0.069,0.05
194,SMAPV3026,0.1,0.063
194,SMAPV3027,0.056,0.05
194,SMAPV3028,0.094,0.056
194,SMAPV3029,0.075,0.063
194,SMAPV3030,0.069,0.113
194,SMAPV3031,0.1,0.619
194,SMAPV3032,0.456,0.581
194,SMAPV3033,0.538,0.606
194,SMAPV3034,0.525,0.519
194,SMAPV3035,0.619,0.063
194,SMAPV3036,0.781,0.069
194,SMAPV3037,0.675,2.344
194,SMAPV3038,0.569,0.819
194,SMAPV3039,0.419,1.156
194,SMAPV3040,0.55,1.075
194,SMAPV3041,1.138,0.888
194,SMAPV3042,0.85,1.081
194,SMAPV3043,0.769,0.069
194,SMAPV3044,0.781,0.106
194,SMAPV3045,0.769,0.231
194,SMAPV3046,0.763,0.144
194,SMAPV3047,0.519,0.15
194,SMAPV3048,0.344,0.144
195,SMAPV3001,0.338,0.15
195,SMAPV3002,0.356,0.131
195,SMAPV3003,0.344,0.125
195,SMAPV3004,0.3,0.138
195,SMAPV3005,0.319,0.138
195,SMAPV3006,0.3,0.144
195,SMAPV3007,0.294,0.138
195,SMAPV3008,0.331,0.138
195,SMAPV3009,0.3,0.125
195,SMAPV3010,0.319,0.138
195,SMAPV3011,0.356,0.156
195,SMAPV3012,0.319,0.138
195,SMAPV3013,0.688,0.144
195,SMAPV3014,0.469,0.456
195,SMAPV3015,0.425,0.488
195,SMAPV3016,0.181,0.131
195,SMAPV3017,0.088,0.6
195,SMAPV3018,0.081,0.519
195,SMAPV3019,0.069,0.081
195,SMAPV3020,0.081,0.044
195,SMAPV3021,0.088,0.063
195,SMAPV3022,0.063,0.056
195,SMAPV3023,0.113,0.056
195,SMAPV3024,0.106,0.156
195,SMAPV3025,0.125,0.088
195,SMAPV3026,0.119,0.081
195,SMAPV3027,0.063,0.05
195,SMAPV3028,0.156,0.063
195,SMAPV3029,0.144,0.05
195,SMAPV3030,0.056,0.125
195,SMAPV3031,0.106,0.588
195,SMAPV3032,0.288,0.606
195,SMAPV3033,0.363,0.619
195,SMAPV3034,0.763,0.669
195,SMAPV3035,0.988,0.344
195,SMAPV3036,1.356,1.125
195,SMAPV3037,1.075,0.863
195,SMAPV3038,0.669,0.713
195,SMAPV3039,0.763,0.769
195,SMAPV3040,0.688,0.744
195,SMAPV3041,1.031,1
195,SMAPV3042,0.331,0.688
195,SMAPV3043,0.5,0.381
195,SMAPV3044,0.306,0.2
195,SMAPV3045,0.363,0.125
195,SMAPV3046,0.263,0.188
195,SMAPV3047,0.2,0.206
195,SMAPV3048,0.231,0.156
196,SMAPV3001,0.294,0.15
196,SMAPV3002,0.231,0.138
196,SMAPV3003,0.169,0.15
196,SMAPV3004,0.313,0.144
196,SMAPV3005,0.25,0.113
196,SMAPV3006,0.131,0.131
196,SMAPV3007,0.325,0.144
196,SMAPV3008,0.263,0.131
196,SMAPV3009,0.244,0.144
196,SMAPV3010,0.275,0.138
196,SMAPV3011,0.306,0.144
196,SMAPV3012,0.144,0.125
196,SMAPV3013,0.488,0.181
196,SMAPV3014,0.544,1.038
196,SMAPV3015,0.506,0.55
196,SMAPV3016,0.281,1.319
196,SMAPV3017,0.075,1.256
196,SMAPV3018,0.1,1.013
196,SMAPV3019,0.056,0.613
196,SMAPV3020,0.1,0.513
196,SMAPV3021,0.069,0.844
196,SMAPV3022,0.081,0.463
196,SMAPV3023,0.088,0.431
196,SMAPV3024,0.069,0.231
196,SMAPV3025,0.094,0.606
196,SMAPV3026,0.069,0.275
196,SMAPV3027,0.088,0.263
196,SMAPV3028,0.056,0.275
196,SMAPV3029,0.106,0.225
196,SMAPV3030,0.05,0.331
196,SMAPV3031,0.1,0.644
196,SMAPV3032,0.331,0.644
196,SMAPV3033,0.431,0.613
196,SMAPV3034,0.475,0.606
196,SMAPV3035,0.838,1.238
196,SMAPV3036,1.406,1.094
196,SMAPV3037,1.163,1.206
196,SMAPV3038,0.55,0.613
196,SMAPV3039,0.431,0.825
196,SMAPV3040,0.45,0.706
196,SMAPV3041,0.544,0.65
196,SMAPV3042,0.381,0.381
196,SMAPV3043,0.381,0.163
196,SMAPV3044,0.463,0.156
196,SMAPV3045,0.438,0.131
196,SMAPV3046,0.413,0.144
196,SMAPV3047,0.175,0.156
196,SMAPV3048,0.263,0.15
197,SMAPV3001,0.325,0.125
197,SMAPV3002,0.213,0.156
197,SMAPV3003,0.231,0.125
197,SMAPV3004,0.306,0.15
197,SMAPV3005,0.238,0.125
197,SMAPV3006,0.244,0.156
197,SMAPV3007,0.275,0.125
197,SMAPV3008,0.275,0.156
197,SMAPV3009,0.219,0.125
197,SMAPV3010,0.238,0.156
197,SMAPV3011,0.313,0.244
197,SMAPV3012,0.263,0.163
197,SMAPV3013,0.538,0.313
197,SMAPV3014,0.85,0.381
197,SMAPV3015,0.606,0.138
197,SMAPV3016,0.425,0.119
197,SMAPV3017,0.394,0.619
197,SMAPV3018,0.406,0.494
197,SMAPV3019,0.581,0.088
197,SMAPV3020,0.588,0.044
197,SMAPV3021,0.419,0.069
197,SMAPV3022,0.7,0.044
197,SMAPV3023,0.431,0.069
197,SMAPV3024,0.438,0.05
197,SMAPV3025,0.325,0.069
197,SMAPV3026,0.431,0.044
197,SMAPV3027,0.369,0.075
197,SMAPV3028,0.369,0.044
197,SMAPV3029,0.3,0.069
197,SMAPV3030,0.288,0.113
197,SMAPV3031,0.213,1
197,SMAPV3032,0.3,0.844
197,SMAPV3033,0.356,0.8
197,SMAPV3034,0.369,0.944
197,SMAPV3035,0.431,0.431
197,SMAPV3036,0.563,0.594
197,SMAPV3037,0.519,0.631
197,SMAPV3038,0.513,0.719
197,SMAPV3039,0.581,0.7
197,SMAPV3040,0.606,0.906
197,SMAPV3041,0.619,0.594
197,SMAPV3042,0.6,0.625
197,SMAPV3043,0.613,0.644
197,SMAPV3044,0.531,0.594
197,SMAPV3045,0.313,0.2
197,SMAPV3046,0.594,0.156
197,SMAPV3047,0.463,0.138
197,SMAPV3048,0.438,0.15
198,SMAPV3001,0.356,0.138
198,SMAPV3002,0.425,0.144
198,SMAPV3003,0.275,0.138
198,SMAPV3004,0.213,0.156
198,SMAPV3005,0.294,0.144
198,SMAPV3006,0.238,0.15
198,SMAPV3007,0.25,0.144
198,SMAPV3008,0.275,0.15
198,SMAPV3009,0.281,0.144
198,SMAPV3010,0.206,0.175
198,SMAPV3011,0.325,0.213
198,SMAPV3012,0.506,0.181
198,SMAPV3013,0.369,0.169
198,SMAPV3014,0.5,0.363
198,SMAPV3015,0.425,0.644
198,SMAPV3016,0.45,1.044
198,SMAPV3017,0.513,1.363
198,SMAPV3018,0.35,1.106
198,SMAPV3019,0.438,0.606
198,SMAPV3020,0.263,1.05
198,SMAPV3021,0.194,0.288
198,SMAPV3022,0.119,1
198,SMAPV3023,0.094,0.225
198,SMAPV3024,0.081,0.194
198,SMAPV3025,0.106,0.681
198,SMAPV3026,0.063,0.381
198,SMAPV3027,0.113,0.338
198,SMAPV3028,0.081,0.425
198,SMAPV3029,0.3,0.306
198,SMAPV3030,0.106,0.413
198,SMAPV3031,0.1,1.256
198,SMAPV3032,0.275,1
198,SMAPV3033,0.469,0.969
198,SMAPV3034,0.519,0.919
198,SMAPV3035,0.619,0.406
198,SMAPV3036,1.4,1.463
198,SMAPV3037,0.863,1.281
198,SMAPV3038,0.425,0.569
198,SMAPV3039,0.463,1.194
198,SMAPV3040,0.531,0.719
198,SMAPV3041,0.413,0.625
198,SMAPV3042,0.488,0.675
198,SMAPV3043,0.494,0.588
198,SMAPV3044,0.506,0.619
198,SMAPV3045,0.381,0.4
198,SMAPV3046,0.431,0.525
198,SMAPV3047,0.381,0.069
198,SMAPV3048,0.45,0.113
199,SMAPV3001,0.4,0.119
199,SMAPV3002,0.375,0.113
199,SMAPV3003,0.363,0.138
199,SMAPV3004,0.506,0.225
199,SMAPV3005,0.431,0.156
199,SMAPV3006,0.513,0.163
199,SMAPV3007,0.344,0.156
199,SMAPV3008,0.431,0.125
199,SMAPV3009,0.438,0.156
199,SMAPV3010,0.444,0.131
199,SMAPV3011,0.506,0.15
199,SMAPV3012,0.444,0.156
199,SMAPV3013,0.619,0.131
199,SMAPV3014,0.531,0.169
199,SMAPV3015,0.525,0.138
199,SMAPV3016,0.519,0.338
199,SMAPV3017,0.444,0.806
199,SMAPV3018,0.3,0.838
199,SMAPV3019,0.375,0.381
199,SMAPV3020,0.281,0.419
199,SMAPV3021,0.313,0.819
199,SMAPV3022,0.219,0.369
199,SMAPV3023,0.356,0.338
199,SMAPV3024,0.263,0.313
199,SMAPV3025,0.519,0.231
199,SMAPV3026,0.313,0.263
199,SMAPV3027,0.256,0.456
199,SMAPV3028,0.294,0.788
199,SMAPV3029,0.15,0.8
199,SMAPV3030,0.131,0.8
199,SMAPV3031,0.144,0.688
199,SMAPV3032,0.138,0.65
199,SMAPV3033,0.294,0.694
199,SMAPV3034,0.5,0.638
199,SMAPV3035,0.513,0.413
199,SMAPV3036,0.65,0.775
199,SMAPV3037,1.531,0.831
199,SMAPV3038,0.581,0.8
199,SMAPV3039,0.456,0.819
199,SMAPV3040,0.475,1.05
199,SMAPV3041,0.788,0.7
199,SMAPV3042,0.606,0.638
199,SMAPV3043,0.475,0.719
199,SMAPV3044,0.45,0.569
199,SMAPV3045,0.506,0.656
199,SMAPV3046,0.5,0.481
199,SMAPV3047,0.344,0.156
199,SMAPV3048,0.375,0.175
200,SMAPV3001,0.481,0.169
200,SMAPV3002,0.4,0.156
200,SMAPV3003,0.363,0.194
200,SMAPV3004,0.425,0.288
200,SMAPV3005,0.444,0.206
200,SMAPV3006,0.425,0.175
200,SMAPV3007,0.413,0.188
200,SMAPV3008,0.363,0.194
200,SMAPV3009,0.488,0.2
200,SMAPV3010,0.438,0.163
200,SMAPV3011,0.375,0.181
200,SMAPV3012,0.606,0.188
200,SMAPV3013,0.438,0.525
200,SMAPV3014,0.581,0.65
200,SMAPV3015,0.575,0.244
200,SMAPV3016,0.525,0.15
200,SMAPV3017,0.438,0.588
200,SMAPV3018,0.681,0.525
200,SMAPV3019,0.488,0.056
200,SMAPV3020,0.481,0.069
200,SMAPV3021,0.313,0.044
200,SMAPV3022,0.25,0.069
200,SMAPV3023,0.294,0.044
200,SMAPV3024,0.206,0.1
200,SMAPV3025,0.325,0.144
200,SMAPV3026,0.606,0.088
200,SMAPV3027,0.706,0.075
200,SMAPV3028,0.438,0.038
200,SMAPV3029,0.225,0.081
200,SMAPV3030,0.125,0.106
200,SMAPV3031,0.188,0.631
200,SMAPV3032,0.281,0.594
200,SMAPV3033,0.369,0.619
200,SMAPV3034,0.256,0.519
200,SMAPV3035,0.463,0.075
200,SMAPV3036,0.706,1.081
200,SMAPV3037,1.369,1.075
200,SMAPV3038,0.756,0.675
200,SMAPV3039,0.775,1.219
200,SMAPV3040,0.813,0.619
